"name","code","region","ngs_capacity","facility_access","who_testing_capacity","sequencing_capacity","cum_tests_per_100k","cum_tpr","total_tests","date_tests_last_reported","rept_tests_within_last_6_months","days_since_tests_reported","tests_in_last_year_raw","cases_in_last_year_raw","tests_in_last_year_sum_avg","cases_in_last_year_sum_avg","tests_in_last_year_smoothed","cases_in_last_year_smoothed","cases_in_last_year_smoothed_truncated","avg_tpr_find","tpr_year_raw","tpr_year_smoothed","tpr_year_smoothed_truncated","avg_daily_test_per_1000_last_year_raw","avg_daily_tests_per_1000_last_year_smoothed","dx_testing_capacity","cases_in_last_90_days","sequences_in_last_90_days","population_size","cases_per_100k_last_90_days","percent_of_cases_sequenced_last_90_days","per_capita_seq_rate_in_last_90_days","max_prevalence_variant_pct","cases_in_last_7_days","cases_per_100k_last_7_days","cases_in_last_year","sequences_in_last_year","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","country","old_test_archetype","old_sequencing_archetype","old_archetype","world_bank_economies","sars_cov_2_sequencing","archetype_orig","archetype_orig_w_HICs","archetype_new"
"Tanzania","TZA","Africa",0,"No NGS facilities",1,"0 NGS facilities or equivalent",497.48719322329,0.0986172851138578,297169,2021-09-23,TRUE,103,293289,28797,293289.01,28797.12,206835,28796,14743,0.0282812978180081,0.0981864304491474,0.139222085237025,0.0712790388473904,0.0134518282192606,0.0130664183540741,"Reliable testing capacity",3349,0,61498438,5.44566676636568,0,0,100,2823,4.6,28797,0,0,0,"Tanzania","Reliable testing capacity","0 sequences","Connect","Lower middle income","Insufficient sequencing capacity","Connect","Connect","Sequence"
"Thailand","THA","South-East Asia",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",8759.15042979943,0.365655433278371,6113887,2021-05-22,FALSE,227,4436505,2227137,4424384.41,2218071.73,4484456,2219213,118884,0.0218944157806397,0.502002589876491,0.494867827892614,0.0265102389230712,0.174137653569887,0.455654047023918,"Insufficient data",557279,3763,69950844,796.672303196227,0.675245254172506,5.37949191863932,0.0795785313718933,20864,29.8,2226610,9325,0.42,13.331,"Thailand","Reliable testing capacity","500+ sequences","Strengthen","Upper middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"The Bahamas","BHS","Americas",0,"No NGS facilities",1,"0 NGS facilities or equivalent",45074.5547073791,0.146836171906313,177143,2021-12-18,TRUE,17,128031,18135,128031.02,17021.1,125819,17077,15205,0.113104621719056,0.141645382758863,0.135726718540125,0.120848202576717,0.892544180696434,0.912108624576818,"Reliable testing capacity",4553,0,396914,1147.09987553979,0,0,100,2472,622.8,18087,108,0.6,27.21,"The Bahamas","High Income*","1-499 sequences","High Income*","High income","Sufficient sequencing capacity","High Income*","Strengthen","High Income*"
"The Gambia","GMB","Africa",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",5520.02482416218,0.0777700327539556,130783,2021-12-29,TRUE,6,100454,6576,100512.61,6381.64,101998,6389,6389,0.063710152927843,0.0654627988930257,0.0626384831075119,0.0626384831075119,0.113866958360018,0.115617118470197,"Reliable testing capacity",437,50,2486937,17.5718162542919,11.441647597254,2.01050529225308,5.81550791169723,240,9.7,6576,607,9.23,24.408,"The Gambia","Reliable testing capacity","500+ sequences","Strengthen","Low income","Sufficient sequencing capacity","Strengthen","Strengthen","Sustain"
"Togo","TGO","Africa",0,"No NGS facilities",0,"0 NGS facilities or equivalent",7460.35753110279,0.051309575272447,615334,2022-01-03,TRUE,1,435524,27969,434291.86,26674.59,435471,26754,26754,0.0553563237119387,0.0642191934313608,0.0614369269136177,0.0614369269136177,0.144125671984076,0.144108132972184,"Reliable testing capacity",6038,0,8478242,71.2175944022357,0,0,100,2766,32.6,27969,307,1.1,3.621,"Togo","Unreliable testing capacity","1-499 sequences","Test","Low income","Sufficient sequencing capacity","Strengthen","Strengthen","Sustain"
"Tonga","TON","Western Pacific",0,"No NGS facilities",1,"0 NGS facilities or equivalent",0,Inf,0,NaN,NaN,NaN,0,1,0,0.98,0,0,0,NaN,Inf,NaN,NaN,NaN,NaN,"Insufficient data",1,0,106759,0.936689178429922,0,0,100,0,0,1,0,0,NaN,"Tonga","Reliable testing capacity","0 sequences","Connect","Upper middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Trinidad and Tobago","TTO","Americas",0,"No NGS facilities",1,"0 NGS facilities or equivalent",16667.2623302359,0.401561059290233,233175,2021-07-02,FALSE,186,163023,86456,161733.7,85040.14,159938,85072,25959,0.109469595316132,0.530330076124228,0.531906113619027,0.162306643824482,0.31925543685803,0.628148834724961,"Insufficient data",41821,621,1403374,2980.03240761194,1.48489993065685,44.2504991541813,0.481242850929042,3270,233,86456,1401,1.62,99.831,"Trinidad and Tobago","High Income*","500+ sequences","High Income*","High income","Sufficient sequencing capacity","High Income*","Insufficient Data","High Income*"
"Tunisia","TUN","Eastern Mediterranean",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",28757.5344783823,0.21509521006057,3385654,2022-01-03,TRUE,1,2759892,586281,2734086.22,581626.76,2744835,587059,587059,0.185564802700232,0.212428964611659,0.213877701209727,0.213877701209727,0.639762073373845,0.636271756528552,"Unreliable testing capacity",22076,0,11935764,184.956740096403,0,0,100,6985,58.5,586281,224,0.04,1.877,"Tunisia","Reliable testing capacity","1-499 sequences","Leverage","Lower middle income","Insufficient sequencing capacity","Test","Test","Test"
"Turkey","TUR","Europe",2,"1 or more NGS facilities",1,"4+ NGS facilities or equivalent",99673.3172079346,0.11482268060783,84063479,2021-09-24,TRUE,102,58931327,7396787,59187218.84,7263999.98,59444359,7302372,4767490,0.0760168603890659,0.125515364688801,0.122843817695132,0.0802008816345383,1.91436571942943,2.64972354230648,"Reliable testing capacity",2327047,12478,85042736,2736.32659231472,0.536216071269725,14.6726229504187,0.0240052307496685,286995,337.5,7398757,79718,1.08,93.739,"Turkey","Reliable testing capacity","500+ sequences","Strengthen","Upper middle income","Sufficient sequencing capacity","Strengthen","Strengthen","Sustain"
"Turkmenistan","TKM","Europe",0,"No NGS facilities",1,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,-Inf,0,NaN,0,100,0,0,0,0,NaN,NaN,"Turkmenistan","Reliable testing capacity","0 sequences","Connect","Upper middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Turks and Caicos Islands","TCA","Americas",0,"No NGS facilities",0,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",678,0,39226,1728.44541885484,0,0,100,279,711.3,2652,16,0.6,40.789,"Turks and Caicos Islands","High Income*","1-499 sequences","High Income*","High income","Sufficient sequencing capacity","High Income*","Insufficient Data","High Income*"
"Tuvalu","TUV","Western Pacific",0,"No NGS facilities",0,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,11925,0,NaN,0,100,0,0,0,0,NaN,NaN,"Tuvalu","Unreliable testing capacity","0 sequences","Test","Upper middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Uganda","UGA","Africa",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",4724.017839575,0.0679572920007423,2151870,2022-01-03,TRUE,1,1398268,110793,1381176.54,106246.36,1388193,107115,107115,0.0626345022953413,0.0792358832498491,0.0771614609784086,0.0771614609784086,0.0837513660146633,0.083147908728508,"Reliable testing capacity",22653,105,47123533,48.0715229904345,0.463514766256125,0.222818607424872,2.81276240036764,10778,22.9,110793,610,0.55,1.294,"Uganda","Reliable testing capacity","500+ sequences","Strengthen","Low income","Sufficient sequencing capacity","Strengthen","Strengthen","Sustain"
"Ukraine","UKR","Europe",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",38455.1813234554,0.229411970717783,16817989,2022-01-04,TRUE,0,11207986,2746617,11141190.18,2735601.34,11182312,2756050,2756050,0.212544719382172,0.245058924948693,0.246465131718736,0.246465131718736,0.702126742555086,0.700518389190943,"Unreliable testing capacity",1262114,127,43466822,2903.62612661216,0.0100624824698878,0.292176869981431,2.33124104282131,29912,68.8,2746617,415,0.02,0.955,"Ukraine","Reliable testing capacity","1-499 sequences","Leverage","Lower middle income","Insufficient sequencing capacity","Test","Test","Test"
"United Arab Emirates","ARE","Eastern Mediterranean",2,"1 or more NGS facilities",1,"4+ NGS facilities or equivalent",1145899.38321537,0.00681366588131916,113204449,2022-01-04,TRUE,0,91899438,557457,88364244.25,549353.65,91040238,554910,554910,0.00727396690536294,0.00606594569163742,0.00609521693034238,0.00609521693034238,25.4579658434561,25.2199504134521,"Reliable testing capacity",34960,0,9991083,349.912016545153,0,0,100,17278,172.9,557457,570,0.1,5.705,"United Arab Emirates","High Income*","500+ sequences","High Income*","High income","Insufficient sequencing capacity","High Income*","Leverage","High Income*"
"United Kingdom","GBR","Europe",2,"1 or more NGS facilities",1,"4+ NGS facilities or equivalent",599854.899390154,0.03370011136825,407217497,2022-01-04,TRUE,0,353625906,11008798,348341781.76,10450012.78,349741671,10626372,10626372,0.0306462073646485,0.0311311977239586,0.030383488389063,0.030383488389063,14.2715449228138,14.1147859485624,"Reliable testing capacity",5653109,611830,68207114,8288.15158489186,10.8228940924366,897.017868253449,0.000489633548450552,1270095,1862.1,10954839,1451865,13.25,2128.612,"United Kingdom","High Income*","500+ sequences","High Income*","High income","Sufficient sequencing capacity","High Income*","Strengthen","High Income*"
"United States of America","USA","Americas",2,"1 or more NGS facilities",1,"4+ NGS facilities or equivalent",230703.639544052,0.0748423219897364,763635968,2022-01-04,TRUE,0,508322879,36114660,502334151.53,34148255.78,503971863,34844611,34844611,0.0643526811557979,0.0710466939262043,0.0691399928412273,0.0691399928412273,4.20741027095769,4.17139672491484,"Reliable testing capacity",12975316,626498,332915074,3897.48527878314,4.82838337039345,188.185531064298,0.000478169940076878,3895247,1170,36066170,1993995,5.53,598.95,"United States of America","High Income*","500+ sequences","High Income*","High income","Sufficient sequencing capacity","High Income*","Strengthen","High Income*"
"Uruguay","URY","Americas",2,"1 or more NGS facilities",0,"4+ NGS facilities or equivalent",130518.681635003,0.0926527809971243,4379860,2021-12-29,TRUE,6,3814653,398682,3783669.24,392962.34,3817279,394879,394879,0.0870640864465338,0.10451330697707,0.103445150328284,0.103445150328284,3.00837769418222,3.0104486557677,"Reliable testing capacity",30603,0,3485152,878.096565085253,0,0,100,11214,321.8,398682,562,0.14,16.126,"Uruguay","High Income*","500+ sequences","High Income*","High income","Insufficient sequencing capacity","High Income*","Leverage","High Income*"
"Uzbekistan","UZB","Europe",0,"No NGS facilities",1,"0 NGS facilities or equivalent",4182.97529056739,0.142336428571429,1400000,2020-07-14,FALSE,539,0,122013,0,121708.93,0,121860,0,NaN,Inf,Inf,NaN,0,NaN,"Insufficient data",22794,0,33935765,67.1680747435633,0,0,100,784,2.3,122013,56,0.05,0.165,"Uzbekistan","Reliable testing capacity","1-499 sequences","Connect","Lower middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Vanuatu","VUT","Western Pacific",0,"No NGS facilities",1,"0 NGS facilities or equivalent",0,Inf,0,NaN,NaN,NaN,0,6,0,6.02,0,0,0,NaN,Inf,NaN,NaN,NaN,NaN,"Insufficient data",3,0,314464,0.954004273939147,0,0,100,0,0,6,1,16.67,0.318,"Vanuatu","Reliable testing capacity","1-499 sequences","Connect","Lower middle income","Sufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Venezuela","VEN","Americas",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",11179.751019834,0.140093939304338,3179074,2021-05-30,FALSE,219,772467,330962,765765.57,330254.82,763693,331029,119088,1.47770793946447,0.428448076099044,0.433458208992357,0.155937006100619,0.0744249523563609,0.180245336047226,"Insufficient data",67536,2,28704947,235.276518712959,0.00296138355839848,0.0069674401419379,77.6393202250021,1386,4.8,330962,96,0.03,0.334,"Venezuela","Reliable testing capacity","1-499 sequences","Leverage","Upper middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Vietnam","VNM","Western Pacific",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",2961.70085988145,0.624617657975157,2882890,2021-05-08,FALSE,241,2123169,1799207,2123169.02,1745602.88,1120035,1745628,1804,0.00308207321313628,0.847415820408079,1.55854772395505,0.00161066395246577,0.0597592061749454,0.0906026693139076,"Insufficient data",978017,364,98168829,996.260228386752,0.0372181669643779,0.370789795200674,0.819625970830873,119719,122,1799207,1839,0.1,1.873,"Vietnam","Reliable testing capacity","500+ sequences","Strengthen","Lower middle income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"U.S. Virgin Islands","VIR","Americas",0,"No NGS facilities",1,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"U.S. Virgin Islands","High Income*","1-499 sequences","High Income*","High income","Insufficient sequencing capacity","High Income*","Insufficient Data","High Income*"
"Yemen","YEM","Eastern Mediterranean",0,"No NGS facilities",1,"0 NGS facilities or equivalent",0,Inf,0,NaN,NaN,NaN,0,8042,0,8029.21,0,8033,0,NaN,Inf,Inf,NaN,NaN,NaN,"Insufficient data",872,0,30490639,2.85989414652805,0,0,100,20,0.1,8042,0,0,0,"Yemen","Reliable testing capacity","0 sequences","Connect","Low income","Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Zambia","ZMB","Africa",1,"1 or more NGS facilities",1,"1-3 NGS facilities or equivalent",16252.9699738903,0.088849999297176,2976458,2022-01-03,TRUE,1,2359590,243486,2335204.94,233598.72,2349809,234899,234899,0.0789980699864227,0.103189960967795,0.0999651461033641,0.0999651461033641,0.351644372116313,0.350186731761985,"Reliable testing capacity",56231,46,18920657,297.193696815074,0.0818054098273194,0.243120521660532,6.30493016740544,27096,143.2,243486,546,0.22,2.886,"Zambia","Reliable testing capacity","500+ sequences","Strengthen","Lower middle income","Insufficient sequencing capacity","Leverage","Leverage","Sequence"
"Zimbabwe","ZWE","Africa",0,"No NGS facilities",1,"0 NGS facilities or equivalent",12467.6713987755,0.117468848991134,1847105,2022-01-03,TRUE,1,1619527,201849,1603447.35,197340.76,1605906,199176,199176,0.0978565770385967,0.124634538355952,0.124027184654644,0.124027184654644,0.298530597724053,0.296019811999827,"Reliable testing capacity",86244,6,15092171,571.448600734778,0.00695700570474468,0.0397557117528022,39.3037768997083,10130,67.1,201849,335,0.17,2.22,"Zimbabwe","Reliable testing capacity","500+ sequences","Leverage","Lower middle income","Insufficient sequencing capacity","Connect","Connect","Sequence"
"British Indian Ocean Territory","IOT","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"British Indian Ocean Territory","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Cook Islands","COK","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",1,0,17572,5.69087184156613,0,0,100,0,0,2,0,0,NaN,"Cook Islands","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Falkland Islands","FLK","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",15,0,3528,425.170068027211,0,0,100,0,0,54,0,0,0,"Falkland Islands","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"French Southern and Antarctic Lands","ATF","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"French Southern and Antarctic Lands","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Guernsey","GGY","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,63385,0,NaN,0,100,0,0,0,0,NaN,NaN,"Guernsey","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Heard Island and McDonald Islands","HMD","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Heard Island and McDonald Islands","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Jersey","JEY","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,101073,0,NaN,0,100,0,0,0,0,NaN,NaN,"Jersey","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Montserrat","MSR","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",26,0,4981,521.983537442281,0,0,100,21,421.6,53,12,22.64,240.915,"Montserrat","Unreliable testing capacity","1-499 sequences","Test",NaN,"Sufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Niue","NIU","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,-Inf,0,NaN,0,100,0,0,0,0,NaN,NaN,"Niue","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Norfolk Island","NFK","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Norfolk Island","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Pitcairn Islands","PCN","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,-Inf,0,NaN,0,100,0,0,0,0,NaN,NaN,"Pitcairn Islands","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Saint Helena","SHN","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,6095,0,NaN,0,100,0,0,0,0,NaN,0,"Saint Helena","Unreliable testing capacity","0 sequences","Test",NaN,NaN,"Insufficient Data","Insufficient Data","Insufficient Data"
"Saint Pierre and Miquelon","SPM","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",68,0,5771,1178.30531970196,0,0,100,2,34.7,84,0,0,0,"Saint Pierre and Miquelon","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Saint-Barthélemy","BLM","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Saint-Barthélemy","Unreliable testing capacity","1-499 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"South Georgia and the South Sandwich Islands","SGS","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"South Georgia and the South Sandwich Islands","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Wallis and Futuna","WLF","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,11094,0,NaN,0,100,0,0,450,10,2.22,90.139,"Wallis and Futuna","Unreliable testing capacity","1-499 sequences","Test",NaN,"Sufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Anguilla","AIA","",NaN,NaN,NaN,"0 NGS facilities or equivalent",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",1324,18,15125,8753.71900826446,1.3595166163142,119.00826446281,15.3317553957278,103,681,1762,30,1.7,198.347,"Anguilla","Unreliable testing capacity","1-499 sequences","Test",NaN,"Sufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
"Vatican City","VAT","",NaN,NaN,NaN,"0 NGS facilities or equivalent",0,Inf,0,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient data",0,0,812,0,NaN,0,100,0,0,0,0,NaN,0,"Vatican City","Unreliable testing capacity","0 sequences","Test",NaN,NaN,"Insufficient Data","Insufficient Data","Insufficient Data"
"Western Sahara","ESH","",NaN,NaN,NaN,"0 NGS facilities or equivalent",660.469011725293,-Inf,3943,2021-10-13,TRUE,83,3821,0,3818.82,0,3807,0,0,NaN,0,0,0,0.0175351644065074,0.022375033060037,"Insufficient data",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Western Sahara","Unreliable testing capacity","0 sequences","Test",NaN,"Insufficient sequencing capacity","Insufficient Data","Insufficient Data","Insufficient Data"
