"","geometry","country","code","region","ngs_capacity","who_testing_capacity","sequencing_capacity","max_new_tests_cap_avg","cap_cum_tests","cum_tpr","tests_in_last_90_days","tests_in_last_7_days","tests_in_last_year","avg_test_per_1000_last_year","dx_testing_capacity","cases_in_last_90_days","sequences_in_last_90_days","population_size","percent_of_recent_cases_sequenced","per_capita_seq_rate","max_prevalence_variant_pct","max_new_seq_cap_avg","total_sequences","cases_in_last_7_days","cases_in_last_year","sequences_in_last_year","tpr_90_days","tpr_7_days","cases_in_the_last_7_days_per_100k","test_in_the_last_7_days_per_100k","tpr_year","reporting_lag_diff","world_bank_economies","sars_cov_2_sequencing","archetype_full","archetype","label","dx_testing_capacity_clean","sequencing_capacity_clean","sars_cov_2_sequencing_clean","archetype_clean","old_archetype","old_max_new_tests_cap_avg","old_dx_testing_capacity"
"212",NA,"The Gambia","GMB","Africa",1,"1 - Reliable","1-3 NGS facilities or equivalent",28.47,50.4153909805544,0.0823444449915473,15167,0,95367,0.108100724888206,"Reliable testing capacity",186,0,2486937,0,0,100,NA,891,36,6252,474,0.0122634667369948,Inf,1.44756381042222,0,0.0655572682374406,0,"Low income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",28.47,"Reliable testing capacity"
"213",NA,"Togo","TGO","Africa",0,"0 - Unreliable","0 NGS facilities or equivalent",23.7,71.5341224785602,0.0445772004504999,105440,6733,431615,0.142832087125869,"Unreliable testing capacity",2453,0,8478242,0,0,100,NA,358,85,23149,317,0.0232644157814871,0.0126243873459082,1.00256633391687,79.4150485442619,0.0536334464742884,0,"Low income","1-499 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Test","1 - Test",23.7,"Unreliable testing capacity"
"214",NA,"Tonga","TON","Western Pacific",0,"1 - Reliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Reliable testing capacity",1,0,106759,0,0,100,NA,0,0,1,0,NA,NA,0,0,NA,0,"Upper middle income","0 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","0 sequences","Connect","2 - Connect",NA,"Reliable testing capacity"
"215",NA,"Trinidad and Tobago","TTO","Americas",0,"1 - Reliable","0 NGS facilities or equivalent",140.75,166.672623302359,0.345693148922483,0,0,195158,0.382186884956965,"Reliable testing capacity",33244,442,1403374,1.32956322945494,31.4955243577264,0.675475819207694,NA,1068,4672,73728,1034,NA,Inf,332.911967871715,0,0.377786203998811,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Leverage","0 - High Income*",140.75,"Reliable testing capacity"
"216",NA,"Tunisia","TUN","Eastern Mediterranean",1,"1 - Reliable","1-3 NGS facilities or equivalent",145.21,273.262204924274,0.222803702898672,488809,29523,2719174,0.630323359067765,"Reliable testing capacity",24180,0,11935764,0,0,100,NA,139,1143,608225,53,0.0494671742950723,0.0387155776851946,9.57626172903553,247.349059515587,0.223680058723715,0,"Lower middle income","1-499 sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","1-3 NGS facilities or equivalent","1-499 sequences","Leverage","3 - Leverage",145.21,"Reliable testing capacity"
"217",NA,"Turkey","TUR","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",375.87,996.733172079346,0.107563345076404,4423857,0,63568124,2.06499061923448,"Reliable testing capacity",2331513,9850,85042736,0.422472446003947,11.5824119299266,0.0304089011759601,NA,73978,119029,7205421,73509,0.527031728195554,Inf,139.963747168247,0,0.1133495932647,0,"Upper middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","4+ NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",375.87,"Reliable testing capacity"
"218",NA,"Turkmenistan","TKM","Europe",0,"1 - Reliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Reliable testing capacity",0,0,6117933,NA,0,100,NA,0,0,0,0,NA,NA,0,NA,NA,0,"Upper middle income","0 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","0 sequences","Connect","2 - Connect",NA,"Reliable testing capacity"
"219",NA,"Turks and Caicos Islands","TCA","Americas",0,"0 - Unreliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,0,39226,NA,0,100,NA,16,0,0,16,NA,NA,0,NA,NA,0,"High income","1-499 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Test","0 - High Income*",NA,"Unreliable testing capacity"
"220",NA,"Tuvalu","TUV","Western Pacific",0,"0 - Unreliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,0,11925,NA,0,100,NA,0,0,0,0,NA,NA,0,NA,NA,0,"Upper middle income","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"221",NA,"U.S. Virgin Islands","VIR","Americas",0,"1 - Reliable","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Reliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High income","0 sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Connect","0 - High Income*",NA,"Reliable testing capacity"
"222",NA,"Uganda","UGA","Africa",1,"1 - Reliable","1-3 NGS facilities or equivalent",15.87,44.29310684069,0.0631650074950235,390360,37090,1349942,0.0808568075222822,"Reliable testing capacity",6356,0,47123533,0,0,100,NA,817,217,100441,548,0.0162824059842197,0.00585063359396064,0.460491788678069,78.7080204703667,0.0744039373543456,0,"Low income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",15.87,"Reliable testing capacity"
"223",NA,"Ukraine","UKR","Europe",1,"1 - Reliable","1-3 NGS facilities or equivalent",132.95,372.445191384278,0.229239210098795,3988045,230511,11298779,0.707814489964549,"Reliable testing capacity",1309551,121,43466822,0.00923980814798355,0.278373238328765,2.44541494901995,NA,482,60128,2815523,414,0.328369163336923,0.260846553960549,138.330794001917,530.31482264795,0.249188252996187,0,"Lower middle income","1-499 sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","1-3 NGS facilities or equivalent","1-499 sequences","Leverage","3 - Leverage",105.37,"Reliable testing capacity"
"224",NA,"United Arab Emirates","ARE","Eastern Mediterranean",2,"1 - Reliable","4+ NGS facilities or equivalent",3134.75,10642.6950455005,0.00705708185282748,26378273,2011905,86434755,23.9441403382412,"Reliable testing capacity",12667,0,9991083,0,0,100,NA,2633,426,557853,769,0.000480205811805799,0.000211739619912471,4.26380203227218,20137.0061684004,0.00645403576373879,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",3134.75,"Reliable testing capacity"
"225",NA,"United Kingdom","GBR","Europe",2,"1 - Reliable","4+ NGS facilities or equivalent",1750.07,5238.48387001738,0.030597822647156,79059001,0,311803048,12.5836685918657,"Reliable testing capacity",3564258,494002,68207114,13.8598833193332,724.267559539317,0.000606419243276424,NA,1428040,306127,9026696,1277218,0.0450835193326058,Inf,448.819752144916,0,0.0289499928172607,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",1750.07,"Reliable testing capacity"
"226",NA,"United States Minor Outlying Islands","UMI","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"227",NA,"United States of America","USA","Americas",2,"1 - Reliable","4+ NGS facilities or equivalent",697.47,2166.56559306109,0.0696118263070221,155838397,15164821,502640744,4.16037899586144,"Reliable testing capacity",8418947,497410,332915074,5.90822106375061,149.410476979483,0.000602264379978568,NA,1874596,639208,33449258,1723089,0.0540235728939127,0.0421507118349765,192.0033215438,4555.16201708547,0.0665470485615866,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",697.47,"Reliable testing capacity"
"228",NA,"Uruguay","URY","Americas",2,"0 - Unreliable","4+ NGS facilities or equivalent",546.23,1212.56102475533,0.0955525269576732,755964,58803,3707359,2.92376164225834,"Reliable testing capacity",15481,0,3485152,0,0,100,NA,743,1406,392801,577,0.0204784883936272,0.0239103447103039,40.3425732937903,1687.24348321106,0.105951703085674,0,"High income","500+ sequences","0 - High Income*","High Income*","","High Income*","High Income*","High Income*","Strengthen","0 - High Income*",546.23,"Reliable testing capacity"
"229",NA,"Uzbekistan","UZB","Europe",0,"1 - Reliable","0 NGS facilities or equivalent",45.89,41.8297529056739,0.139819285714286,0,0,0,0,"Reliable testing capacity",30326,0,33935765,0,0,100,NA,90,1191,120791,62,NA,Inf,3.50957168639045,0,NA,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",45.89,"Reliable testing capacity"
"230",NA,"Vanuatu","VUT","Western Pacific",0,"1 - Reliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Reliable testing capacity",2,0,314464,0,0,100,NA,2,0,5,1,NA,NA,0,0,NA,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",NA,"Reliable testing capacity"
"231",NA,"Vatican City","VAT","",NA,"NaN","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Unreliable testing capacity",0,0,812,NA,0,100,NA,0,0,0,0,NA,NA,0,0,NA,0,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"232",NA,"Venezuela","VEN","Americas",1,"1 - Reliable","1-3 NGS facilities or equivalent",61.32,111.79751019834,0.137990811160734,0,0,846718,0.0815788205959261,"Reliable testing capacity",89810,0,28704947,0,0,100,NA,186,3765,330897,161,NA,Inf,13.1162060671981,0,0.39079953420147,0,"Upper middle income","1-499 sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","1-3 NGS facilities or equivalent","1-499 sequences","Leverage","3 - Leverage",61.32,"Reliable testing capacity"
"233",NA,"Vietnam","VNM","Western Pacific",1,"1 - Reliable","1-3 NGS facilities or equivalent",13.21,29.6170085988145,0.490150855565075,0,0,1402955,0.039487896205705,"Reliable testing capacity",777996,271,98168829,0.0348330839747248,0.276055039833469,1.0993487684165,NA,1908,89368,1411654,1765,NA,Inf,91.0350066414666,0,1.00620048397846,0,"Lower middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",13.21,"Reliable testing capacity"
"234",NA,"Wallis and Futuna","WLF","",NA,"NaN","0 NGS facilities or equivalent",NA,NA,NA,NA,NA,NA,NA,"Unreliable testing capacity",0,0,11094,NA,0,100,NA,10,0,0,10,NA,NA,0,NA,NA,0,"NaN","1-499 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Test","1 - Test",NA,"Unreliable testing capacity"
"235",NA,"West Bank and Gaza","PSE","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",242.23,545.328955106842,0.16664959091901,471568,28646,2022575,1.08631667709528,"Reliable testing capacity",88805,0,5222756,0,0,100,NA,132,1354,353835,37,0.18831854578767,0.047266634085038,25.9250097075184,548.484363428045,0.174942832775052,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",242.23,"Reliable testing capacity"
"236",NA,"West Bank and Gaza","PSE","Eastern Mediterranean",0,"0 - Unreliable","0 NGS facilities or equivalent",242.23,545.328955106842,0.16664959091901,471568,28646,2022575,1.08631667709528,"Reliable testing capacity",88805,0,5222756,0,0,100,NA,132,1354,353835,37,0.18831854578767,0.047266634085038,25.9250097075184,548.484363428045,0.174942832775052,0,"Lower middle income","1-499 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","1-499 sequences","Connect","2 - Connect",242.23,"Reliable testing capacity"
"237",NA,"Western Sahara","ESH","",NA,"NaN","0 NGS facilities or equivalent",9.15,6.60469011725293,NA,178,0,3807,0.0174709162249604,"Unreliable testing capacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NaN","0 sequences","1 - Test","Test","? Increase diagnostic testing capacity","Unreliable testing capacity","0 NGS facilities or equivalent","0 sequences","Test","1 - Test",9.15,"Unreliable testing capacity"
"238",NA,"Yemen","YEM","Eastern Mediterranean",0,"1 - Reliable","0 NGS facilities or equivalent",0,0,NA,0,0,0,0,"Reliable testing capacity",1567,0,30490639,0,0,100,NA,0,35,7986,0,NA,Inf,0.114789329275782,0,NA,0,"Low income","0 sequences","2 - Connect","Connect","? Set-up sample referral networks or build NGS capacity from scratch","Reliable testing capacity","0 NGS facilities or equivalent","0 sequences","Connect","2 - Connect",NA,"Reliable testing capacity"
"239",NA,"Zambia","ZMB","Africa",1,"1 - Reliable","1-3 NGS facilities or equivalent",55.74,151.296290252393,0.0758879152493806,424321,33867,2306241,0.343693891054759,"Reliable testing capacity",3028,0,18920657,0,0,100,NA,1073,750,192803,619,0.00713610686249325,0.022145451324298,3.96392154881302,178.994841458201,0.0836005430481897,0,"Lower middle income","500+ sequences","4 - Strengthen","Strengthen","? Build additional NGS capacity for scale-up","Reliable testing capacity","1-3 NGS facilities or equivalent","500+ sequences","Strengthen","4 - Strengthen",55.74,"Reliable testing capacity"
"240",NA,"Zimbabwe","ZWE","Africa",0,"1 - Reliable","0 NGS facilities or equivalent",77.95,114.551503734105,0.0981687193369588,352488,59460,1460160,0.269154165119046,"Reliable testing capacity",40323,17,15092171,0.04215956154056,0.112641183299606,16.156611126074,NA,708,28094,155894,546,0.114395383672636,0.472485704675412,186.149494330537,393.979103470269,0.106765012053474,0,"Lower middle income","500+ sequences","3 - Leverage","Leverage","? Leverage existing NGS capacity","Reliable testing capacity","0 NGS facilities or equivalent","500+ sequences","Leverage","3 - Leverage",77.95,"Reliable testing capacity"
